"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"PC-000876","Provisioning Center - License","5 & Dime","20561 Dwyer ST, Detroit MI 48234","12/22/2024","Closed","Approved","Public Documents Available",
"GR-C-002064","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2026","Active",,"Public Documents Available",
"GR-C-002065","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2026","Active",,"Public Documents Available",
"GR-C-002066","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2026","Active",,"Public Documents Available",
"GR-C-002067","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2026","Active",,"Public Documents Available",
"GR-C-002063","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2026","Active",,"Public Documents Available",
"GR-C-002062","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2026","Active",,"Public Documents Available",
"GR-C-002061","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2026","Active",,"Public Documents Available",
"GR-C-002060","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2025","Closed",,,
"GR-C-002059","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2025","Closed",,,
"GR-C-002058","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2025","Closed",,,
"GR-C-002057","Class C Grower – License","Bliss Farms","3227 S National City RD, Turner MI 48765","04/24/2025","Closed",,,
"GR-B-000047","Class B Grower – License","Teleology, LLC","51525 Industrial DR, New Baltimore MI 48047","04/19/2026","Active",,,
"GR-C-001976","Class C Grower – License","Pure Clouds Enterprises, LLC","38030 Van Born RD, Wayne MI 48184","04/18/2025","Closed",,,
"GR-C-002056","Class C Grower – License","TriMed Farm","1271 EDEN WAY Suite G, chesaning MI 48616","01/23/2027","Active",,,
"GR-C-002055","Class C Grower – License","TriMed Farm","1271 EDEN WAY Suite G, chesaning MI 48616","01/23/2027","Active",,,
"GR-C-002054","Class C Grower – License","TRIMED FARM","1271 EDEN WAY Suite G, chesaning MI 48616","01/23/2025","Closed",,,
"GR-C-002053","Class C Grower – License","TRIMED FARM","1271 EDEN WAY Suite G, chesaning MI 48616","01/23/2026","Closed",,,
"GR-C-002052","Class C Grower – License","TRIMED FARM","1271 EDEN WAY Suite G, chesaning MI 48616","01/23/2026","Closed",,,
"GR-C-002051","Class C Grower – License","TRIMED FARM","1271 EDEN WAY Suite G, CHESANING MI 48616","01/23/2026","Closed",,,
"ERG-004903","Entity Prequalification","RKSK Stephens, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004912","Entity Prequalification","Sunfire Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-A-000247","Class A Grower – License","Excel Farms","1253 W North Territorial RD, Ann Arbor MI 48105","04/16/2027","Active",,,
"PC-000873","Provisioning Center - License","Motown Meds","18334 W Warren AVE, Detroit MI 48228","12/22/2024","Closed",,,
"GR-C-002003","Class C Grower – License","Madhaus LLC","21445 Hoover RD Suite 210, Warren MI 48089","10/11/2026","Active",,,
"GR-C-002002","Class C Grower – License","Madhaus LLC","21445 Hoover RD Suite 210, Warren MI 48089","10/11/2026","Active",,,
"GR-C-002001","Class C Grower – License","Madhaus LLC","21445 Hoover RD Suite 210, Warren MI 48089","10/11/2026","Active",,,
"ERG-004927","Entity Prequalification","LMK Capital LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001969","Class C Grower – License","123 Grow LLC","1234 N Center RD, Burton MI 48509","04/11/2027","Active",,"Public Documents Available",
"GR-C-001968","Class C Grower – License","123 Grow LLC","1234 N Center RD, Burton MI 48509","04/11/2027","Active",,"Public Documents Available",
"ERG-004926","Entity Prequalification","JARS Ventures 9 LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004918","Entity Prequalification","75 Farms LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004921","Entity Prequalification","GreenCo Ventures, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000874","Provisioning Center - License","20past4 Big Rapids","701 Maple ST, Big Rapids MI 49307","04/01/2025","Closed",,,
"PR-000351","Processor - License","Oasis Wellness Center of Lansing, LLC","5580 Enterprise CT, Warren MI 48092","03/28/2026","Closed",,,
"ERG-004917","Entity Prequalification","Bliss Corporate Inc",,"12/31/2099","Active - Main Applicant",,,
"ERG-004910","Entity Prequalification","DDR GROUP, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004897","Entity Prequalification","High Peak Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004872","Entity Prequalification","Allstar Processing LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-A-000246","Class A Grower – License","EFF!, LLC","7630 N Lumberjack RD, Riverdale MI 48877","03/15/2027","Active",,,
"ERG-004866","Entity Prequalification","Greenberry Farms LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001945","Class C Grower – License","Pure Garden LLC","41350 Executive, Harrison Township MI 48045","03/08/2027","Active",,,
"GR-C-001943","Class C Grower – License","Pure Garden LLC","41350 Executive, Harrison Township MI 48045","03/08/2027","Active",,,
"PC-000871","Provisioning Center - License","JARS Cannabis","1225 S Lapeer RD, Oxford MI 48371","03/06/2027","Active","Approved",,
"ERG-004896","Entity Prequalification","Dragonfly Kitchen III Inc",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001962","Class C Grower – License","Common Citizen","624 Brady ST Suite A, Chesaning MI 48616","02/04/2026","Closed",,"Public Documents Available",
"GR-C-001963","Class C Grower – License","Common Citizen","624 Brady ST Suite A, Chesaning MI 48616","02/04/2026","Closed",,"Public Documents Available",
"GR-C-001964","Class C Grower – License","Common Citizen","624 Brady ST Suite A, Chesaning MI 48616","02/04/2026","Closed",,"Public Documents Available",
"GR-C-001965","Class C Grower – License","Common Citizen","624 Brady ST Suite A, Chesaning MI 48616","02/04/2026","Closed",,"Public Documents Available",
"GR-C-001966","Class C Grower – License","Common Citizen","624 Brady ST Suite A, Chesaning MI 48616","02/04/2026","Closed",,"Public Documents Available",
"GR-C-001952","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001953","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001954","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001955","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001956","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001957","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001958","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001959","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001960","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001961","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-001944","Class C Grower – License","UBaked","3245 Card DR, Burton MI 48529","12/02/2026","Active",,"Public Documents Available",
"GR-C-001949","Class C Grower – License","High Profile Boutique Cannabis, High Profile Cannabis Shop","1209 Tech DR, Webberville MI 48892","11/19/2026","Active",,,
"GR-C-001950","Class C Grower – License","High Profile Boutique Cannabis, High Profile Cannabis Shop","1209 Tech DR, Webberville MI 48892","11/19/2026","Active",,,
"PC-000870","Provisioning Center - License","APOTHECARE ANN ARBOR","2793 Plymouth RD Suite C, Ann Arbor MI 48105","02/09/2025","Closed","Approved",,
"GR-C-001951","Class C Grower – License","High Profile Boutique Cannabis, High Profile Cannabis Shop","1209 Tech DR, Webberville MI 48892","11/19/2026","Active",,,
"GR-A-000245","Class A Grower – License","Hazen Gardens LLC","21864 W County Line RD, Augusta MI 49012","02/07/2027","Active",,"Public Documents Available",
"GR-C-001937","Class C Grower – License","Evolution Grow Company","1060 River Road West, Battle Creek MI 49037","10/20/2025","Closed",,,
"GR-C-001936","Class C Grower – License","Evolution Grow Company","1060 River Road West, Battle Creek MI 49037","10/20/2025","Closed",,,
"GR-C-001941","Class C Grower – License","Garden Holdings C, LLC","32330 Ford RD Suite A, Garden City MI 48135","10/26/2026","Active",,,
"GR-C-001940","Class C Grower – License","Garden Holdings C, LLC","32330 Ford RD Suite A, Garden City MI 48135","10/26/2024","Closed",,,
"GR-C-001939","Class C Grower – License","Garden Holdings C, LLC","32330 Ford RD Suite A, Garden City MI 48135","10/26/2026","Active",,,
"PC-000868","Provisioning Center - License","Cloud Cannabis Company","44115 Van Dyke AVE, Utica MI 48317","08/18/2026","Active",,,
"ERG-004864","Entity Prequalification","HLF Chesaning, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001947","Class C Grower – License","Michigan Aspire II, LLC","21535 Hoover RD, Warren MI 48089","08/05/2026","Active",,"Public Documents Available",
"GR-C-001946","Class C Grower – License","Michigan Aspire II, LLC","21535 Hoover RD, Warren MI 48089","08/05/2026","Active",,"Public Documents Available",
"PC-000867","Provisioning Center - License","JARS Cannabis","20731 Dequindre RD, Hazel Park MI 48030","01/29/2027","Active",,,
"ERG-004877","Entity Prequalification","Michigan Opportunity I, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001935","Class C Grower – License","Roseville CC, LLC","16525 Industrial ST, Roseville MI 48066","12/11/2025","Closed",,,
"GR-C-001934","Class C Grower – License","Roseville CC, LLC","16525 Industrial ST, Roseville MI 48066","12/11/2025","Closed",,,
"ERG-004868","Entity Prequalification","Pure Garden LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001905","Class C Grower – License","RWB Michigan, LLC","19449 Glendale ST, Detroit MI 48223","12/22/2024","Closed",,,
"GR-C-001906","Class C Grower – License","RWB Michigan, LLC","19449 Glendale ST, Detroit MI 48223","12/22/2024","Closed",,,
"GR-C-001933","Class C Grower – License","Grow Haven","38708 Fisk Lake RD, Paw Paw MI 49079","12/15/2025","Closed",,"Public Documents Available",
"GR-C-001932","Class C Grower – License","Grow Haven","38708 Fisk Lake RD, Paw Paw MI 49079","12/15/2025","Closed",,"Public Documents Available",
"GR-B-000046","Class B Grower – License","Noman Investments II LLC","27048 Gloede, Warren MI 48088","12/20/2024","Closed",,,
"PC-000865","Provisioning Center - License","Crave Cannabis Ann Arbor","3860 Research Park DR Suite A, Ann Arbor MI 48108","12/15/2025","Closed",,,
"ERG-004863","Entity Prequalification","Shark Tail Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-004862","Entity Prequalification","1006, LLC",,"12/31/2099","Active - Main Applicant",,,
"PR-000345","Processor - License","Roseville CC, LLC","16525 Industrial ST, Roseville MI 48066","12/11/2025","Closed",,,
"GR-C-001881","Class C Grower – License","Roseville CC, LLC","16525 Industrial ST, Roseville MI 48066","12/11/2025","Closed",,,
"GR-C-001929","Class C Grower – License","Bloominati Farms LLC","11766 Commerce ST, Warren MI 48089","07/19/2024","Closed",,,
"GR-C-001931","Class C Grower – License","Inkster Pine Park, LLC","2424 John Daly ST, Inkster MI 48141","03/01/2026","Active - Late Renewal",,"Public Documents Available",
"GR-C-001930","Class C Grower – License","Inkster Pine Park, LLC","2424 John Daly ST, Inkster MI 48141","03/01/2026","Active - Late Renewal",,"Public Documents Available",
"GR-C-001926","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"GR-C-001925","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"GR-C-001924","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"GR-C-001923","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"ERG-004850","Entity Prequalification","Botanical Greens, Inc.",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001928","Class C Grower – License","Inkster Pine Park, LLC","2424 John Daly ST, Inkster MI 48141","03/01/2026","Active - Late Renewal",,"Public Documents Available",
"GR-C-001927","Class C Grower – License","Inkster Pine Park, LLC","2424 John Daly ST, Inkster MI 48141","03/01/2026","Active - Late Renewal",,"Public Documents Available",
"GR-A-000244","Class A Grower – License","Glacier","20275 Bethel Church RD, Manchester MI 48158","11/17/2026","Active",,,
"GR-C-001900","Class C Grower – License","RWB Michigan, LLC","1680 Marquette ST Suite B, Bay City MI 48706","12/22/2025","Closed",,,
"GR-C-001922","Class C Grower – License","High Minded Harvest","618 N Centerville ST Suite 2, Sturgis MI 49091","08/18/2025","Closed",,,
"GR-C-001921","Class C Grower – License","High Minded Harvest","618 N Centerville ST Suite 2, Sturgis MI 49091","08/18/2026","Active",,"Public Documents Available",
"GR-C-001920","Class C Grower – License","High Minded Harvest","618 N Centerville ST Suite 2, Sturgis MI 49091","08/18/2026","Active",,"Public Documents Available",
"ERG-004852","Entity Prequalification","Noman Investments II LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001919","Class C Grower – License","NTK Investments, LLC","21680 W 8 Mile Rd, Southfield MI 48075","02/10/2026","Closed",,,
"GR-C-001908","Class C Grower – License","NTK Investments LLC","21680 W 8 Mile Rd, Southfield MI 48075","02/10/2027","Active",,,
"GR-C-001907","Class C Grower – License","NTK Investments LLC","21680 W 8 Mile Rd, Southfield MI 48075","02/10/2027","Active",,,
"GR-C-001904","Class C Grower – License","Golden Harvests LLC","333 Morton ST, Bay City MI 48706","12/21/2026","Active",,,
"GR-C-001903","Class C Grower – License","Golden Harvests LLC","333 Morton ST, Bay City MI 48706","12/21/2026","Active",,,
"ERG-004848","Entity Prequalification","Herb Wealth LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004846","Entity Prequalification","Cheboygan Management Associates, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001902","Class C Grower – License","Leela Herb Company","406 S Park DR, Kalkaska MI 49646","11/16/2026","Active",,,
"GR-C-001901","Class C Grower – License","Monroe Cultivation LLC","15600 S Telegraph RD Unit C, Monroe MI 48161","10/17/2026","Active",,,
"GR-C-001882","Class C Grower – License","Harrison Suite A, LLC","41355 Production DR, Harrison Township MI 48045","10/27/2026","Active",,,
"PR-000348","Processor - License","Garden Holdings P, LLC","32330 Ford RD Suite B, Garden City MI 48135","10/26/2026","Active",,,
"PR-000346","Processor - License","Blackstone Harvest, LLC","25440 Sherwood AVE, Center Line MI 48015","10/26/2026","Active",,,
"GR-C-001886","Class C Grower – License","Garden Holdings C, LLC","32330 Ford RD Suite A, Garden City MI 48135","10/26/2024","Closed",,,
"PR-000349","Processor - License","Berry Green Management Inc.","1330 IMLAY CITY RD Unit F-H, LAPEER MI 48446","12/07/2025","Closed",,,
"GR-C-001885","Class C Grower – License","Garden Holdings C, LLC","32330 Ford RD Suite A, Garden City MI 48135","10/26/2026","Active",,,
"PR-000347","Processor - License","ProGroCo","10260 Harvest Park Suite A, Dimondale MI 48821","02/18/2027","Active",,,
"ST-000074","Secure Transporter - License","JK Logix Inc","21445 Hoover RD Suite 319, Warren MI 48089","09/26/2026","Active",,,
"GR-C-001899","Class C Grower – License","Space Stone, Inc.","2466 E Huron RD, Au Gres MI 48703","10/17/2026","Active",,"Public documents available",
"GR-C-001898","Class C Grower – License","Monroe Cultivation LLC","15600 S Telegraph RD Unit C, Monroe MI 48161","10/17/2026","Active",,,
